"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Smith, David M.","ENG 100L - Design for Development Lab (C)","SP16","20","7","100.0%","100.0%","4.83","A (4.00)","A (4.00)"
"Kleissl, Jan","ENG 100L - Design for Development Lab (D)","SP16","22","4","100.0%","100.0%","3.00","A (4.00)","A- (3.90)"
"Cruz, Edwin Teddy","ENG 100L - Design for Development Lab (F)","SP16","12","4","100.0%","100.0%","3.17","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L - Design for Development Lab (G)","SP16","17","7","100.0%","100.0%","3.17","A (4.00)","N/A"
"de Oliveira, Mauricio","ENG 100L - Design for Development Lab (H)","SP16","13","3","100.0%","100.0%","5.83","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Design for Development Lab (I)","SP16","8","3","100.0%","100.0%","3.17","B+ (3.67)","N/A"
"Bratton, Maryann","ENG 100L - Design for Development Lab (J)","SP16","14","5","100.0%","100.0%","6.50","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 100L - Design for Development Lab (K)","SP16","14","4","100.0%","50.0%","9.83","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 3 - Orientation to Engineering III (B)","SP16","34","13","100.0%","100.0%","0.90","N/A","N/A"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","WI16","24","9","66.7%","88.9%","1.83","B+ (3.50)","A- (3.98)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (A)","WI16","54","53","96.2%","100.0%","6.08","A- (3.71)","A- (3.84)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (B)","WI16","52","52","96.2%","98.1%","5.72","A- (3.76)","A- (3.84)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (C)","WI16","52","51","90.2%","92.2%","5.11","A- (3.86)","A- (3.84)"
"Bratton, Maryann","ENG 100L - Design for Development Lab (0)","WI16","27","18","100.0%","100.0%","4.93","A (4.00)","A- (3.93)"
"Coimbra, Carlos F.","ENG 100L - Design for Development Lab (0)","WI16","14","4","100.0%","50.0%","5.50","A (4.00)","N/A"
"Cruz, Edwin Teddy","ENG 100L - Design for Development Lab (0)","WI16","8","3","100.0%","100.0%","3.50","A (4.00)","N/A"
"de Oliveira, Mauricio","ENG 100L - Design for Development Lab (0)","WI16","8","3","100.0%","100.0%","5.83","A (4.00)","N/A"
"Griswold, William G.","ENG 100L - Design for Development Lab (0)","WI16","13","4","100.0%","100.0%","5.00","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Design for Development Lab (0)","WI16","20","7","100.0%","100.0%","2.21","A (4.00)","A (4.00)"
"Smith, David M.","ENG 100L - Design for Development Lab (0)","WI16","20","10","100.0%","100.0%","6.00","A (4.00)","A (4.00)"
"Graeve, Olivia A","ENG 2 - Orientation to Engineering II (A)","WI16","11","4","100.0%","100.0%","1.00","N/A","N/A"
"Coimbra, Carlos F.","ENG 2 - Orientation to Engineering II (B)","WI16","35","18","88.2%","100.0%","1.21","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (A)","FA15","48","25","58.3%","91.7%","1.58","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 1 - Orientation to Engineering I (B)","FA15","50","23","85.0%","95.0%","1.06","A (4.00)","N/A"
"Coleman, Todd Prentice","ENG 1 - Orientation to Engineering I (C)","FA15","30","14","83.3%","75.0%","0.83","B+ (3.50)","N/A"
"Graeve, Olivia A","ENG 1 - Orientation to Engineering I (D)","FA15","10","6","50.0%","75.0%","1.00","B (3.00)","N/A"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (A)","FA15","54","50","85.7%","95.9%","5.79","A- (3.76)","A- (3.83)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (B)","FA15","52","51","92.2%","96.1%","4.78","A- (3.76)","A- (3.83)"
"Ferrante, Jeanne","ENG 100D - Design for Development (D)","FA15","51","50","90.0%","98.0%","4.10","A- (3.78)","B+ (3.54)"
"Bratton, Maryann","ENG 100L - Design for Development Lab (0)","FA15","20","12","91.7%","83.3%","4.50","A (4.00)","A- (3.95)"
"Coimbra, Carlos F.","ENG 100L - Design for Development Lab (0)","FA15","9","6","100.0%","100.0%","2.50","A (4.00)","N/A"
"Griswold, William G.","ENG 100L - Design for Development Lab (0)","FA15","7","3","100.0%","50.0%","5.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Design for Development Lab (0)","FA15","9","4","100.0%","75.0%","2.00","A (4.00)","N/A"
"Smith, David M.","ENG 100L - Design for Development Lab (0)","FA15","14","6","100.0%","100.0%","5.00","A (4.00)","N/A"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","SP15","9","5","100.0%","100.0%","3.00","A- (3.75)","N/A"
"Tu, Charles","ENG 100D - Design for Development (A)","SP15","59","29","82.1%","67.9%","3.91","B+ (3.65)","B+ (3.42)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (B)","SP15","57","56","92.9%","96.4%","5.02","A- (3.78)","A- (3.90)"
"Bratton, Maryann","ENG 100L - Design for Development Lab (0)","SP15","24","11","100.0%","100.0%","4.14","A- (3.91)","A- (3.88)"
"Coimbra, Carlos F.","ENG 100L - Design for Development Lab (0)","SP15","9","3","100.0%","66.7%","5.17","A (4.00)","N/A"
"Cruz, Edwin Teddy","ENG 100L - Design for Development Lab (0)","SP15","15","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Griswold, William G.","ENG 100L - Design for Development Lab (0)","SP15","13","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Design for Development Lab (0)","SP15","13","8","87.5%","75.0%","2.75","A- (3.88)","N/A"
"Smith, David M.","ENG 100L - Design for Development Lab (0)","SP15","19","6","100.0%","100.0%","5.70","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Design for Development Lab (0)","SP15","6","5","75.0%","50.0%","2.50","B (3.25)","N/A"
"Hayden, Marina Calvet","ENG 3 - Orientation to Engineering III (A)","SP15","16","4","100.0%","100.0%","0.50","N/A","N/A"
"Coimbra, Carlos F.","ENG 3 - Orientation to Engineering III (B)","SP15","35","12","100.0%","100.0%","1.10","N/A","N/A"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","WI15","19","15","86.7%","86.7%","4.04","A (4.00)","N/A"
"Ferrante, Jeanne","ENG 100D - Design for Development (A)","WI15","46","42","95.2%","97.6%","5.23","A- (3.83)","A- (3.72)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (B)","WI15","39","38","97.4%","100.0%","4.50","A- (3.89)","A- (3.87)"
"Bratton, Maryann","ENG 100L - Design for Development Lab (A)","WI15","23","16","100.0%","100.0%","6.21","A (4.00)","A- (3.97)"
"Cruz, Edwin Teddy","ENG 100L - Design for Development Lab (A)","WI15","16","4","100.0%","100.0%","9.00","A (4.00)","N/A"
"Griswold, William G.","ENG 100L - Design for Development Lab (A)","WI15","12","5","100.0%","100.0%","8.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Design for Development Lab (A)","WI15","11","7","100.0%","100.0%","3.36","A (4.00)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Design for Development Lab (A)","WI15","6","3","100.0%","100.0%","5.17","A (4.00)","N/A"
"Smith, David M.","ENG 100L - Design for Development Lab (A)","WI15","16","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Design for Development Lab (A)","WI15","5","4","100.0%","75.0%","3.00","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 2 - Orientation to Engineering II (A)","WI15","15","9","100.0%","100.0%","0.72","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 2 - Orientation to Engineering II (B)","WI15","51","21","87.5%","93.8%","0.75","N/A","N/A"
"Coleman, Todd Prentice","ENG 2 - Orientation to Engineering II (C)","WI15","13","6","40.0%","40.0%","2.10","N/A","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (A)","FA14","91","49","55.1%","93.9%","1.02","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 1 - Orientation to Engineering I (C)","FA14","47","22","93.3%","93.3%","0.79","A (4.00)","N/A"
"Coleman, Todd Prentice","ENG 1 - Orientation to Engineering I (D)","FA14","16","7","71.4%","85.7%","4.21","A (4.00)","N/A"
"Bratton, Maryann","ENG 100D - Design for Development (A)","FA14","48","42","92.5%","92.5%","5.55","A- (3.87)","A- (3.81)"
"Reynante, Brandon Marcellino","ENG 100D - Design for Development (C)","FA14","36","33","93.5%","93.5%","5.53","A- (3.71)","A- (3.88)"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Design for Development Lab (A)","FA14","10","4","50.0%","75.0%","6.50","B (3.25)","N/A"
"Bratton, Maryann","ENG 100L - Design for Development Lab (A)","FA14","26","17","100.0%","93.8%","4.64","A (4.00)","A- (3.80)"
"Coimbra, Carlos F.","ENG 100L - Design for Development Lab (A)","FA14","10","3","100.0%","100.0%","3.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Design for Development Lab (A)","FA14","8","5","100.0%","100.0%","5.17","A (4.00)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Design for Development Lab (A)","FA14","5","4","100.0%","100.0%","7.83","B+ (3.67)","N/A"
"Smith, David M.","ENG 100L - Design for Development Lab (A)","FA14","7","4","100.0%","100.0%","5.00","A- (3.75)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Design for Development Lab (A)","FA14","8","4","100.0%","100.0%","5.17","A (4.00)","N/A"
"Tu, Charles","ENG 100A - Team Engineering (A)","SP14","43","8","85.7%","42.9%","5.93","A- (3.71)","N/A"
"Reynante, Brandon Marcellino","ENG 100A - Team Engineering (B)","SP14","47","45","95.6%","95.6%","3.52","A- (3.83)","B+ (3.66)"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","SP14","22","4","100.0%","75.0%","2.00","A (4.00)","A- (3.99)"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Team Engineering Lab (A)","SP14","14","3","100.0%","100.0%","7.50","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (A)","SP14","33","11","100.0%","100.0%","5.39","A- (3.91)","A- (3.96)"
"Griswold, William G.","ENG 100L - Team Engineering Lab (A)","SP14","19","5","100.0%","100.0%","5.50","A (4.00)","N/A"
"Guest, Clark C","ENG 100L - Team Engineering Lab (A)","SP14","14","6","100.0%","100.0%","5.70","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Lab (A)","SP14","16","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Team Engineering Lab (A)","SP14","11","3","100.0%","100.0%","2.50","A (4.00)","N/A"
"Smith, David M.","ENG 100L - Team Engineering Lab (A)","SP14","17","5","100.0%","75.0%","6.50","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 3 - Orientation to Engineering III (A)","SP14","19","12","91.7%","100.0%","2.00","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 3 - Orientation to Engineering III (B)","SP14","11","3","100.0%","66.7%","0.50","N/A","N/A"
"Coimbra, Carlos F.","ENG 3 - Orientation to Engineering III (D)","SP14","29","12","80.0%","90.0%","1.36","A (4.00)","N/A"
"Bratton, Maryann","ENG 100A - Team Engineering (A)","WI14","52","46","91.3%","97.8%","4.50","A- (3.76)","B+ (3.63)"
"Reynante, Brandon Marcellino","ENG 100A - Team Engineering (B)","WI14","30","9","100.0%","88.9%","2.72","A- (3.89)","B+ (3.60)"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","WI14","16","6","100.0%","100.0%","2.17","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Team Engineering Lab (B)","WI14","15","7","100.0%","100.0%","5.83","A- (3.83)","N/A"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (B)","WI14","31","18","100.0%","100.0%","5.50","A- (3.83)","A- (3.99)"
"Coimbra, Carlos F.","ENG 100L - Team Engineering Lab (B)","WI14","12","5","100.0%","80.0%","5.00","B+ (3.60)","N/A"
"Griswold, William G.","ENG 100L - Team Engineering Lab (B)","WI14","19","3","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Team Engineering Lab (B)","WI14","15","3","100.0%","100.0%","3.50","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Team Engineering Lab (B)","WI14","14","7","83.3%","83.3%","4.90","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 2 - Orientation to Engineering II (A)","WI14","32","20","85.0%","95.0%","1.00","N/A","N/A"
"Coimbra, Carlos F.","ENG 2 - Orientation to Engineering II (B)","WI14","41","18","54.5%","72.7%","0.50","B (3.00)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (A)","FA13","60","29","44.8%","86.2%","0.80","A- (3.83)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (B)","FA13","43","20","75.0%","90.0%","0.94","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 1 - Orientation to Engineering I (C)","FA13","47","22","42.9%","61.9%","1.13","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 1 - Orientation to Engineering I (D)","FA13","20","12","91.7%","83.3%","3.59","A- (3.75)","N/A"
"Bratton, Maryann","ENG 100A - Team Engineering (A)","FA13","36","31","100.0%","93.5%","3.92","A- (3.77)","B+ (3.64)"
"Bratton, Maryann","ENG 100A - Team Engineering (B)","FA13","36","30","86.2%","86.2%","3.60","A- (3.79)","B+ (3.64)"
"Bartsch, Dirk-Uwe Guenther","ENG 100L - Team Engineering Lab (A)","FA13","10","4","100.0%","100.0%","5.00","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (A)","FA13","20","13","100.0%","100.0%","5.50","A- (3.92)","A- (3.90)"
"Cruz, Edwin Teddy","ENG 100L - Team Engineering Lab (A)","FA13","14","4","100.0%","100.0%","7.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Lab (A)","FA13","14","4","100.0%","75.0%","4.50","A (4.00)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Team Engineering Lab (A)","FA13","8","3","100.0%","66.7%","5.83","B+ (3.67)","N/A"
"Smith, David M.","ENG 100L - Team Engineering Lab (A)","FA13","12","6","100.0%","100.0%","3.30","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Team Engineering Lab (A)","FA13","7","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"Tu, Charles","ENG 100A - Team Engineering (A)","SP13","40","8","100.0%","87.5%","4.50","A- (3.75)","B+ (3.40)"
"Bratton, Maryann","ENG 100A - Team Engineering (B)","SP13","41","8","87.5%","87.5%","3.93","A- (3.86)","A- (3.81)"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (A)","SP13","27","10","100.0%","88.9%","6.06","A (4.00)","A- (3.87)"
"Cole, Michael","ENG 100L - Team Engineering Lab (A)","SP13","11","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Cruz, Edwin Teddy","ENG 100L - Team Engineering Lab (A)","SP13","16","3","100.0%","100.0%","5.17","A (4.00)","N/A"
"Guest, Clark C","ENG 100L - Team Engineering Lab (A)","SP13","16","3","100.0%","66.7%","3.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Lab (A)","SP13","13","3","100.0%","100.0%","3.83","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 3 - Orientation to Engineering III (A)","SP13","43","20","89.5%","100.0%","0.50","N/A","N/A"
"Bratton, Maryann","ENG 100A - Team Engineering (A)","WI13","43","17","62.5%","62.5%","4.00","B+ (3.63)","A- (3.71)"
"Bratton, Maryann","ENG 100A - Team Engineering (B)","WI13","34","13","100.0%","100.0%","5.59","A- (3.83)","A- (3.71)"
"Eremenko, Svetlana","ENG 100B - Engineering Leadership (A)","WI13","14","8","100.0%","100.0%","2.50","A- (3.75)","N/A"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (A)","WI13","25","13","100.0%","100.0%","5.83","A (4.00)","A- (3.87)"
"Cole, Michael","ENG 100L - Team Engineering Lab (A)","WI13","10","5","80.0%","80.0%","4.50","A- (3.75)","N/A"
"Cruz, Edwin Teddy","ENG 100L - Team Engineering Lab (A)","WI13","11","5","100.0%","100.0%","4.00","A (4.00)","N/A"
"Griswold, William G.","ENG 100L - Team Engineering Lab (A)","WI13","17","5","100.0%","100.0%","8.00","A (4.00)","N/A"
"Guest, Clark C","ENG 100L - Team Engineering Lab (A)","WI13","11","3","100.0%","100.0%","5.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Lab (A)","WI13","10","5","80.0%","80.0%","2.90","A (4.00)","N/A"
"Pawlak, Geno Ronald","ENG 100L - Team Engineering Lab (A)","WI13","10","4","100.0%","100.0%","4.50","A (4.00)","N/A"
"Smith, David M.","ENG 100L - Team Engineering Lab (A)","WI13","6","5","100.0%","100.0%","7.83","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 2 - Orientation to Engineering II (A)","WI13","70","38","78.4%","94.6%","1.22","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (B)","FA12","93","35","57.1%","85.7%","1.21","A- (3.86)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (C)","FA12","97","44","71.4%","95.2%","1.88","B+ (3.67)","N/A"
"Hayden, Marina Calvet","ENG 1 - Orientation to Engineering I (D)","FA12","80","40","53.8%","84.6%","0.94","A (4.00)","N/A"
"Bratton, Maryann","ENG 100A - Team Engineering (A)","FA12","36","20","94.4%","100.0%","5.39","A- (3.72)","B+ (3.63)"
"Bratton, Maryann","ENG 100A - Team Engineering (B)","FA12","35","17","57.1%","85.7%","5.42","B+ (3.67)","B+ (3.63)"
"Bratton, Maryann","ENG 100L - Team Engineering Lab (A)","FA12","26","8","100.0%","87.5%","4.21","A- (3.88)","A- (3.85)"
"Coimbra, Carlos F.","ENG 100L - Team Engineering Lab (A)","FA12","8","4","100.0%","100.0%","6.50","A- (3.75)","N/A"
"Griswold, William G.","ENG 100L - Team Engineering Lab (A)","FA12","9","3","100.0%","100.0%","8.50","A (4.00)","N/A"
"Guest, Clark C","ENG 100L - Team Engineering Lab (A)","FA12","7","3","100.0%","100.0%","3.50","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L - Team Engineering Lab (A)","FA12","9","3","100.0%","100.0%","3.50","A (4.00)","N/A"
"Smith, David M.","ENG 100L - Team Engineering Lab (A)","FA12","12","6","80.0%","100.0%","4.50","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L - Team Engineering Lab (A)","FA12","11","3","100.0%","100.0%","1.50","B (3.00)","N/A"
"Bratton, Maryann","ENG 100A  - Team Engineering               (A)","SP12","41","14","71.4%","85.7%","5.50","B+ (3.50)","B+ (3.68)"
"Bratton, Maryann","ENG 100A  - Team Engineering               (B)","SP12","35","14","84.6%","100.0%","8.04","B+ (3.64)","B+ (3.68)"
"Eremenko, Svetlana","ENG 100B  - Engineering Leadership         (A)","SP12","12","5","100.0%","100.0%","3.30","A (4.00)","N/A"
"Sides, Stephanie","ENG 100B  - Engineering Leadership         (B)","SP12","5","5","100.0%","100.0%","6.50","A- (3.80)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","SP12","14","4","75.0%","100.0%","2.50","A (4.00)","N/A"
"Llewellyn Smith, Stefan G.","ENG 100L  - Team Engineering Lab           (02)","SP12","8","3","100.0%","100.0%","7.83","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (03)","SP12","18","3","100.0%","100.0%","5.17","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Lab           (04)","SP12","12","3","100.0%","100.0%","5.83","A (4.00)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Lab           (05)","SP12","13","6","83.3%","100.0%","3.50","B+ (3.67)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Lab           (06)","SP12","16","6","100.0%","100.0%","6.17","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L  - Team Engineering Lab           (07)","SP12","11","3","100.0%","100.0%","5.17","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (08)","SP12","6","6","100.0%","100.0%","5.50","A (4.00)","N/A"
"Cruz, Edwin Teddy","ENG 100L  - Team Engineering Lab           (09)","SP12","8","4","50.0%","100.0%","3.00","A (4.00)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Lab           (10)","SP12","13","4","100.0%","100.0%","7.50","A (4.00)","N/A"
"Coimbra, Carlos F.","ENG 100L  - Team Engineering Lab           (11)","SP12","6","4","100.0%","100.0%","9.50","B+ (3.50)","N/A"
"Smith, David M.","ENG 100L  - Team Engineering Lab           (12)","SP12","6","4","100.0%","100.0%","2.50","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 3   - Orientation to Engineering III (A)","SP12","37","22","90.9%","90.9%","1.41","A (4.00)","N/A"
"Tu, Charles","ENG 100A  - Team Engineering               (A)","WI12","52","33","60.6%","33.3%","5.89","A- (3.84)","B+ (3.65)"
"Eremenko, Svetlana","ENG 100B  - Engineering Leadership         (A)","WI12","11","5","100.0%","100.0%","2.00","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","WI12","9","6","100.0%","100.0%","5.17","A (4.00)","N/A"
"Llewellyn Smith, Stefan G.","ENG 100L  - Team Engineering Lab           (02)","WI12","12","7","100.0%","71.4%","6.17","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (03)","WI12","17","4","100.0%","75.0%","3.00","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Lab           (04)","WI12","15","5","80.0%","100.0%","4.90","A- (3.75)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Lab           (06)","WI12","17","9","100.0%","100.0%","5.61","A (4.00)","N/A"
"Voelker, Geoffrey M.","ENG 100L  - Team Engineering Lab           (07)","WI12","10","4","100.0%","100.0%","3.00","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (08)","WI12","13","13","100.0%","100.0%","4.50","A- (3.92)","N/A"
"Griswold, William G.","ENG 100L  - Team Engineering Lab           (10)","WI12","7","3","100.0%","66.7%","11.17","B+ (3.67)","N/A"
"Hayden, Marina Calvet","ENG 2   - Orientation to Engineering II  (A)","WI12","108","63","93.5%","98.4%","1.24","A (4.00)","N/A"
"Hayden, Marina Calvet","ENG 1   - Orientation to Engineering I   (A)","FA11","95","47","66.7%","84.4%","1.46","A- (3.88)","N/A"
"Hayden, Marina Calvet","ENG 1   - Orientation to Engineering I   (B)","FA11","113","66","62.1%","92.3%","0.81","A- (3.83)","N/A"
"Bratton, Maryann","ENG 100A  - Team Engineering               (A)","FA11","70","30","60.0%","70.0%","6.70","A- (3.74)","B+ (3.59)"
"Eremenko, Svetlana","ENG 100B  - Engineering Leadership         (A)","FA11","7","4","100.0%","100.0%","2.50","A- (3.75)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","FA11","6","3","100.0%","100.0%","6.50","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Lab           (04)","FA11","11","4","75.0%","75.0%","6.50","A (4.00)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Lab           (06)","FA11","11","6","100.0%","100.0%","4.83","A (4.00)","N/A"
"Llewellyn Smith, Stefan G.","ENG 100L  - Team Engineering Lab           (07)","FA11","12","5","100.0%","100.0%","6.00","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (09)","FA11","17","5","80.0%","80.0%","5.30","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (10)","FA11","12","6","100.0%","100.0%","3.83","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Lab           (13)","FA11","9","3","100.0%","100.0%","2.50","A (4.00)","N/A"
"Tu, Charles","ENG 100A  - Team Engineering               (A)","SP11","46","24","78.3%","43.5%","5.92","B+ (3.67)","B+ (3.44)"
"Eremenko, Svetlana","ENG 100B  - Engineering Leadership         (A)","SP11","6","4","100.0%","100.0%","2.00","A (4.00)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","SP11","15","7","100.0%","100.0%","3.36","A- (3.86)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Lab           (03)","SP11","10","7","100.0%","100.0%","4.79","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Lab           (04)","SP11","11","4","100.0%","100.0%","5.50","A (4.00)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Lab           (06)","SP11","10","4","100.0%","100.0%","4.00","A (4.00)","N/A"
"Llewellyn Smith, Stefan G.","ENG 100L  - Team Engineering Lab           (07)","SP11","12","5","100.0%","80.0%","6.90","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (09)","SP11","15","7","100.0%","100.0%","5.36","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (10)","SP11","12","6","100.0%","100.0%","3.50","A (4.00)","N/A"
"Sukumar, Srinivas","ENG 100A  - Team Engineering               (A)","WI11","52","30","70.0%","82.8%","4.16","A- (3.87)","A- (3.71)"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","WI11","11","6","100.0%","100.0%","3.70","A- (3.83)","N/A"
"Tu, Charles","ENG 100L  - Team Engineering Lab           (02)","WI11","10","3","100.0%","66.7%","5.17","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Lab           (03)","WI11","8","4","100.0%","100.0%","5.00","A- (3.75)","N/A"
"Guest, Clark C","ENG 100L  - Team Engineering Lab           (06)","WI11","10","6","83.3%","100.0%","3.17","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (09)","WI11","17","6","83.3%","100.0%","7.17","A (4.00)","N/A"
"Kastner, Ryan Charles","ENG 100L  - Team Engineering Lab           (11)","WI11","12","10","100.0%","100.0%","6.10","A- (3.90)","N/A"
"Llewellyn Smith, Stefan G.","ENG 100L  - Team Engineering Lab           (12)","WI11","8","6","100.0%","83.3%","4.17","A (4.00)","N/A"
"Bratton, Maryann","ENG 100A  - Team Engineering               (A)","FA10","52","28","89.3%","92.9%","5.07","A- (3.75)","B+ (3.69)"
"Eremenko, Svetlana","ENG 100B  - Engineering Leadership         (A)","FA10","13","9","100.0%","100.0%","0.94","A- (3.89)","N/A"
"Kleissl, Jan","ENG 100L  - Team Engineering Lab           (01)","FA10","13","5","100.0%","100.0%","7.30","A (4.00)","N/A"
"Belongie, Serge J.","ENG 100L  - Team Engineering Lab           (03)","FA10","8","3","100.0%","100.0%","6.50","A (4.00)","N/A"
"Bartsch, Dirk-Uwe Guenther","ENG 100L  - Team Engineering Lab           (04)","FA10","13","5","100.0%","80.0%","6.10","A (4.00)","N/A"
"Cole, Michael","ENG 100L  - Team Engineering Lab           (05)","FA10","10","3","100.0%","100.0%","4.50","B+ (3.33)","N/A"
"Voelker, Geoffrey M.","ENG 100L  - Team Engineering Lab           (07)","FA10","12","4","100.0%","100.0%","2.50","A (4.00)","N/A"
"Bratton, Maryann","ENG 100L  - Team Engineering Lab           (08)","FA10","9","5","60.0%","100.0%","1.70","A- (3.80)","N/A"
